round,10%,20%,30%,40%,50%
107,0.7052,0.6807,0.6667,0.6737,0.6421
108,0.7035,0.6789,0.6667,0.6737,0.6421
109,0.7017,0.6772,0.6649,0.6737,0.6386
110,0.6965,0.6719,0.6632,0.6684,0.6368
111,0.6965,0.6667,0.6597,0.6649,0.6316
112,0.6965,0.6649,0.6597,0.6649,0.6316
113,0.6965,0.6632,0.6597,0.6632,0.6316
114,0.693,0.6614,0.6579,0.6579,0.6211
115,0.6895,0.6526,0.6386,0.6509,0.6123
116,0.6842,0.6526,0.6368,0.6474,0.6123
117,0.6842,0.6526,0.6368,0.6474,0.6123
118,0.6807,0.6509,0.6316,0.6421,0.6088
119,0.6789,0.6509,0.6263,0.6403,0.6017
120,0.6754,0.6474,0.6175,0.6351,0.593
121,0.6684,0.6403,0.6088,0.6333,0.5877
122,0.6667,0.6316,0.6052,0.6281,0.5772
123,0.6649,0.6316,0.6052,0.6281,0.5772
124,0.6614,0.6298,0.6052,0.6245,0.5772
125,0.6579,0.6263,0.6,0.6175,0.5754
126,0.6562,0.6246,0.5965,0.6158,0.5737
127,0.6544,0.6228,0.5947,0.6105,0.5719
128,0.6544,0.6211,0.593,0.607,0.5684
129,0.6544,0.6211,0.5877,0.6035,0.5667
130,0.6526,0.6158,0.5842,0.5982,0.5579
131,0.6491,0.614,0.5824,0.5912,0.5509
132,0.6403,0.6017,0.5702,0.5842,0.5386
133,0.6403,0.5982,0.5702,0.5842,0.5368
134,0.6403,0.5982,0.5702,0.5807,0.5368
135,0.6298,0.5912,0.5649,0.5754,0.5281
136,0.6263,0.5895,0.5614,0.5719,0.5246
137,0.6228,0.5859,0.5579,0.5684,0.5176
138,0.6175,0.5842,0.5579,0.5649,0.5158
139,0.6158,0.5842,0.5544,0.5631,0.5158
140,0.6123,0.5754,0.5509,0.5596,0.5088
141,0.607,0.5754,0.5509,0.5544,0.5088
142,0.6035,0.5754,0.5509,0.5544,0.507
143,0.6017,0.5737,0.5509,0.5544,0.507
144,0.5965,0.5684,0.5491,0.5474,0.5
