round,cumulative_trusted_ratio
0,0.3333
1,0.4444
2,0.3333
3,0.3571
4,0.35
5,0.3704
6,0.3438
7,0.3158
8,0.3415
9,0.3111
10,0.3469
11,0.3654
12,0.35
13,0.3538
14,0.3562
15,0.359
16,0.3659
17,0.3563
18,0.3656
19,0.34
20,0.3208
21,0.3153
22,0.3419
23,0.3333
