round,cumulative_trusted_ratio
0,0.45
1,0.5923
2,0.5859
3,0.626
4,0.6039
5,0.5592
6,0.6108
7,0.6122
8,0.6216
9,0.6219
10,0.6329
11,0.6436
12,0.6346
13,0.6436
14,0.6382
15,0.6607
16,0.6637
17,0.6521
18,0.6639
19,0.6686
20,0.6724
21,0.6715
22,0.6792
23,0.6791
