round,cumulative_trusted_ratio
0,0.6667
1,0.6
2,0.4
3,0.4118
4,0.4783
5,0.3824
6,0.3488
7,0.3846
8,0.3559
9,0.3433
10,0.3333
11,0.3333
12,0.3444
13,0.3438
14,0.3462
15,0.3509
16,0.3607
17,0.3462
18,0.3431
19,0.3356
20,0.3226
21,0.319
22,0.3256
23,0.3202
