round,trusted_count,unknown_count,malicious_count
0,84,70,2
1,86,66,4
2,87,64,5
3,88,62,6
4,88,61,7
5,90,57,9
6,92,53,12
7,93,49,14
8,94,47,15
9,95,44,17
10,96,43,17
11,97,40,19
12,97,39,20
13,98,37,21
14,100,32,24
15,101,30,25
16,104,23,28
17,106,20,30
18,107,19,31
19,108,17,32
20,108,15,32
21,110,13,34
22,110,12,34
23,110,12,34
