round,10%,20%,30%,40%,50%
1,31.4357,22.4476,-78.7771,-82.4628,-197.141
2,-42.167,-55.2335,-152.2584,-155.2899,-494.6814
3,346.5476,237.6563,-1.3823,-27.2029,-640.6745
4,683.0985,528.3884,235.9127,188.1793,-755.3531
5,941.5872,758.6529,423.4121,282.1623,-668.4823
6,1192.8252,969.5138,648.5171,512.2489,-479.4184
7,1267.2016,1008.6508,638.006,501.748,-511.4655
8,1204.1666,937.79,573.4454,320.4978,-692.0152
9,1180.7341,862.7364,454.6498,130.7521,-946.2141
10,1305.4297,926.8729,511.9754,122.5526,-1053.3132
11,1466.0441,1019.4891,728.4529,39.4091,-1257.6753
12,1504.7178,943.9841,614.0003,-90.2886,-1684.8302
13,1660.459,1122.9338,734.8761,33.0045,-1809.4392
14,1976.5632,1424.9227,1006.2243,275.1961,-1599.9878
15,1857.5571,1104.8186,780.0172,-18.5925,-1758.5004
16,2133.3361,1309.571,926.5119,10.5172,-1651.6467
17,2429.3085,1420.4567,1045.3446,76.7231,-1519.6802
18,2407.0072,1370.0563,978.2748,16.458,-1588.6462
19,2598.8167,1569.5303,1180.6976,234.0105,-1384.6981
20,2791.783,1728.8853,1285.8367,399.3207,-1408.5427
21,3162.9132,2053.3012,1525.0534,637.2454,-1252.4002
22,3241.3758,2128.1894,1609.5848,657.6026,-1258.8559
23,3478.0812,2357.3249,1692.2115,701.6832,-1252.6725
24,3749.0098,2342.88,1723.3865,546.6449,-983.1086
25,3711.7417,2289.0157,1667.9417,488.8986,-1041.9724
26,3623.7276,2138.4819,1536.8773,373.6033,-1214.6333
27,3576.3255,2081.5426,1504.8444,324.0898,-1246.7731
28,3442.7607,1908.4709,1319.1583,116.3272,-1497.1697
29,3420.9185,1865.1889,1262.7683,39.4732,-1610.0841
30,3479.8358,1967.4411,1347.6406,34.8301,-1608.6687
31,3491.9275,2023.4965,1389.494,55.6643,-1693.5683
32,3933.8509,2088.6887,1463.7155,97.7471,-1643.8153
33,3895.6364,2041.8751,1453.8915,94.3291,-1694.177
34,4085.4242,2244.1312,1465.6385,176.3835,-1690.3898
35,3970.146,2071.0859,1194.3776,-20.6478,-1862.8128
36,3984.8495,2070.4567,1232.1389,-8.8282,-1969.3061
37,4225.132,2273.5471,1422.2105,156.1249,-1737.9604
38,4322.9883,2380.102,1454.6182,175.8608,-1713.5222
39,4418.5239,2512.688,1636.2365,270.9479,-1789.6497
40,4649.1543,2724.8979,1828.8347,327.1507,-1741.3263
41,4799.7014,2841.1157,1890.0343,357.1773,-1668.5051
42,4940.1324,3035.7414,2065.1241,509.0999,-1527.1737
43,5313.2642,3229.3599,2105.6588,615.3298,-1466.1492
44,5878.8382,3610.3553,2362.1411,961.5552,-1096.8609
45,5914.9721,3616.831,2295.0345,918.2223,-1150.0401
46,5919.7817,3624.4773,2224.574,822.5663,-1210.3101
47,6247.9078,4033.943,2655.9098,896.2995,-921.8199
48,6474.3933,4157.936,2540.9124,760.7435,-1070.0898
49,6778.7888,4498.7225,2854.8652,999.4706,-908.0172
50,7334.5222,5043.0969,3367.2846,1446.4914,-408.607
51,7509.045,4996.0622,3315.9918,1328.6068,-604.4829
52,8050.0942,5574.2024,3883.9579,1865.4608,-78.3966
53,8634.3647,6178.9403,4487.0144,2467.564,479.9581
54,8787.4496,6391.0496,4690.6602,2652.6666,706.1728
55,9187.7489,6819.2281,5082.003,3062.0746,1220.0215
56,9234.8595,6790.3999,5152.9967,3201.1335,1137.776
57,9982.3523,7538.1645,5887.6388,3785.4782,1687.1472
58,10365.5409,7854.2916,6217.3309,4128.9486,1833.438
59,10865.8697,8269.8806,6638.8716,4505.1046,2186.3574
60,11197.7257,8597.9604,6893.046,4610.3587,2211.8374
61,11650.1317,9002.3065,7329.8174,5007.0526,2614.8713
62,12249.5531,9458.3112,7786.2221,5443.7294,2971.5647
63,12524.5197,9759.0169,8055.2618,5614.1937,3132.4748
64,13160.0004,10353.2981,8499.1245,6003.5473,3383.7661
65,13237.8548,10378.4711,8501.5667,5947.1431,3291.1794
66,13774.2878,10861.6415,8908.4244,6023.5322,3416.6082
67,14008.7413,11075.0154,9057.1068,6157.5717,3564.4023
68,14646.9649,11736.9566,9768.1448,6852.067,4360.2466
69,15366.9706,12437.9851,10365.8309,7423.108,4831.5842
70,15360.1249,12405.7159,10323.3072,7387.6126,4829.4183
71,16023.3187,12995.4947,10892.1698,7840.865,5394.0378
72,16160.2619,13199.8921,11051.4959,7952.3703,5384.4054
73,16643.7505,13689.315,11538.8875,8265.153,5654.1711
74,16999.1745,14037.1814,11783.7999,8461.015,5862.4668
75,17640.1212,14740.0584,12420.5214,8992.5231,6458.7595
76,17961.7371,15116.7316,12689.663,9275.8539,6815.6713
77,18786.1808,16093.389,13560.4993,10064.4481,7803.4862
78,19222.5191,16519.0935,13956.0877,10466.2348,8300.5694
79,19723.1787,16992.7515,14323.8283,10843.1121,8721.054
80,19877.3027,17240.3187,14580.9528,10921.5692,8878.905
81,20517.5706,17847.6199,15156.3864,11333.5967,9413.7199
82,21003.9958,18230.1101,15495.4501,11647.8359,9684.3549
83,21228.668,18452.5093,15719.0486,11792.9955,9862.5361
84,22307.2771,19478.8547,16713.3034,12702.008,10724.9362
85,23070.7443,20306.139,17521.5238,13300.0384,11319.7144
86,23890.3307,21119.1582,18269.5611,13871.1604,11835.9911
87,24384.49,21576.6823,18814.3719,14323.3565,12294.6961
88,24944.4203,22248.7702,19417.6822,14799.6294,12849.4551
89,25299.294,22562.8888,19652.629,14981.8862,13029.4407
90,26151.3878,23389.2443,20456.9393,15622.823,13615.5733
91,26762.1179,24034.7122,21112.9093,16159.8694,14165.3066
92,26977.6988,24329.0801,21430.7368,16456.0588,14458.9494
93,27589.0904,25038.3547,22058.6588,17076.5595,15060.0193
94,28174.2892,25588.5228,22494.8833,17641.3397,15408.0743
95,28710.792,26003.3737,22895.2434,17966.5768,15751.0865
96,29257.7338,26478.9017,23338.1988,18300.3441,16275.6638
97,29953.5172,27098.5232,23940.3759,18729.1917,16706.4927
98,30695.2273,27649.5811,24566.4007,19096.0351,17002.7692
99,31148.9124,28094.9691,25017.8507,19596.5931,17501.175
100,31853.7946,28853.6827,25743.7829,20226.3547,18229.9507
101,32860.4791,29879.594,26792.3257,21221.8722,19270.0199
102,33571.7779,30574.8231,27509.1871,21939.8376,19916.5358
103,34258.8955,31316.3897,28181.633,22572.0411,20525.8279
104,34695.5257,31790.5378,28635.001,22950.6056,20927.5754
105,35192.9384,32233.8546,29095.2484,23378.2565,21371.6955
106,35578.7284,32696.1078,29580.0766,23860.7471,21855.2925
107,36219.1366,33336.7862,30032.1965,24347.3879,22268.9665
108,36696.1437,33760.1241,30461.4827,24736.4969,22643.2411
109,37214.2463,34347.3389,30840.0482,25122.773,22938.3485
110,38240.931,35348.0951,31639.4364,25899.9592,23734.1599
111,38647.5698,35731.3877,32071.2295,26260.519,24099.9385
112,39187.6658,36226.5088,32587.6552,26706.7914,24583.881
113,39375.6917,36452.2739,32772.9825,26810.869,24665.9942
114,39725.4722,36801.7897,33094.0527,27099.4792,24925.3096
115,39873.4005,36994.6639,33264.6508,27325.6794,25022.2027
116,40097.5727,37249.9018,33411.8942,27377.8855,25078.3461
117,40496.5661,37615.2189,33777.6515,27656.9361,25333.5523
118,41004.8983,37975.0451,34169.897,27998.5597,25682.1371
119,41644.7478,38640.6187,34803.0575,28443.3008,26245.2998
120,42056.6077,39121.4236,35213.9382,28804.4237,26670.4795
121,42676.9567,39657.1447,35664.693,29207.298,27035.9637
122,43325.9158,40328.6084,36247.673,29764.0242,27473.7477
123,43789.9268,40796.8581,36615.7187,30073.1899,27787.1602
124,44434.1368,41405.4335,37228.3896,30616.4374,28341.5352
125,44867.8082,41856.1647,37576.8589,30877.0738,28668.745
126,45424.3445,42348.7625,38112.6543,31102.4281,28920.336
127,45564.9222,42482.6813,38197.2193,31121.6899,28966.6145
128,46089.697,42978.3315,38685.7207,31539.1302,29535.2492
129,46764.3362,43667.8941,39321.4294,32214.0902,30092.3191
130,47499.4846,44421.4014,39984.3905,32814.9644,30604.7878
131,48117.4219,45003.5763,40540.521,33271.4058,30952.118
132,48408.0573,45206.9776,40745.1616,33427.2899,30981.6112
133,48652.4555,45457.7228,40951.56,33610.01,31127.2506
134,48872.5769,45682.545,41048.7788,33649.4652,31158.0499
135,49496.6612,46321.3424,41673.4219,34197.1719,31732.1806
136,49705.6805,46413.6602,41728.6296,34247.7805,31716.1468
137,50269.9934,47110.3511,42275.9723,34789.3213,32266.8629
138,50458.7543,47268.4301,42451.2458,34926.8984,32365.4469
139,50794.0051,47600.9643,42726.6241,35029.7722,32299.5039
140,50964.3983,47842.3862,42988.8771,35363.6437,32416.1796
141,51076.4276,47911.0146,43049.5878,35399.2989,32383.864
142,51351.4372,48224.3948,43270.8279,35653.6023,32496.2612
143,51621.8672,48419.6006,43473.9325,35837.1856,32574.4911
144,51977.5399,48705.6223,43729.5434,36009.7471,32776.8328
